Latitude	Longitude
43.03692	-114.75583
43.03509	-114.75490
43.03257	-114.75553
43.02913	-114.75680
43.02638	-114.75915
43.02374	-114.76088
43.02214	-114.76167
43.02076	-114.76089
43.01905	-114.75949
43.01698	-114.75591
43.01686	-114.74982
43.01560	-114.74201
43.01594	-114.73436
43.01716	-114.73060
43.01960	-114.72559
43.02406	-114.71886
43.03276	-114.71194
43.03998	-114.70722
43.05017	-114.70420
43.05807	-114.70151
43.06896	-114.69958
43.07640	-114.69845
43.08099	-114.69702
43.08373	-114.69435
43.08774	-114.69292
43.09507	-114.69085
43.10607	-114.68532
43.11373	-114.67715
43.11876	-114.66790
43.12310	-114.65551
43.12401	-114.65081
43.12355	-114.64722
43.12240	-114.64394
43.12067	-114.64191
43.11700	-114.63865
43.10794	-114.62947
43.10243	-114.62372
43.09703	-114.61843
43.09359	-114.61580
43.09050	-114.61581
43.08580	-114.61709
43.08294	-114.61977
43.08031	-114.62182
43.07711	-114.62481
43.07448	-114.62607
43.07264	-114.62640
43.06966	-114.62626
43.06600	-114.62628
43.06371	-114.62926
43.06131	-114.63162
43.05925	-114.63273
43.05615	-114.63212
43.05294	-114.63089
43.05030	-114.62715
43.04915	-114.62216
43.04742	-114.61951
43.04536	-114.61624
43.04283	-114.61454
43.04122	-114.61080
43.04178	-114.60533
43.04395	-114.60109
43.04796	-114.59841
43.05368	-114.59463
43.05826	-114.59116
43.06203	-114.58644
43.06809	-114.58140
43.07450	-114.57714
43.07943	-114.57617
43.08447	-114.57879
43.08986	-114.57844
43.09318	-114.57686
43.09603	-114.57215
43.09912	-114.56837
43.10266	-114.56350
43.10551	-114.55785
43.10813	-114.55157
43.11041	-114.54468
43.11360	-114.53714
43.11886	-114.53116
43.12457	-114.52502
43.12948	-114.51700
43.13244	-114.51009
43.13425	-114.50304
43.13458	-114.49771
43.13423	-114.49365
43.13170	-114.48897
43.12871	-114.48602
43.12412	-114.48528
43.11977	-114.48625
43.11714	-114.48659
43.11484	-114.48441
43.11128	-114.48131
43.10772	-114.47775
43.10393	-114.47543
43.10038	-114.47530
43.09442	-114.47660
43.08893	-114.47743
43.08401	-114.48028
43.07784	-114.48612
43.07052	-114.49181
43.06400	-114.49577
43.06068	-114.49595
43.05770	-114.49535
43.05482	-114.49271
43.05034	-114.48743
43.04666	-114.48199
43.04391	-114.48077
43.04104	-114.47954
43.03863	-114.47846
43.03736	-114.47566
43.03838	-114.47315
43.03975	-114.47158
43.04330	-114.46921
43.04639	-114.46715
43.04936	-114.46353
43.05038	-114.45946
43.05208	-114.45601
43.05733	-114.44908
43.06487	-114.43901
43.07354	-114.42878
43.07959	-114.42216
43.08599	-114.41694
43.09125	-114.41329
43.09766	-114.41105
43.10396	-114.40989
43.11004	-114.41218
43.11313	-114.41184
43.11497	-114.41308
43.11807	-114.41587
43.12129	-114.41881
43.12588	-114.42158
43.13195	-114.42043
43.13527	-114.41900
43.13927	-114.41599
43.14178	-114.41252
43.14428	-114.40686
43.14621	-114.40371
43.14919	-114.40181
43.15147	-114.39975
43.15410	-114.39691
43.15763	-114.39109
43.16001	-114.38496
43.16102	-114.37900
43.16272	-114.37382
43.16830	-114.36468
43.17138	-114.36121
43.17333	-114.36025
43.17585	-114.36022
43.17814	-114.36067
43.17952	-114.36254
43.18102	-114.36534
43.18275	-114.36783
43.18528	-114.36984
43.18769	-114.37107
43.18964	-114.37168
43.19147	-114.37181
43.19410	-114.37085
43.19731	-114.37035
43.20109	-114.37141
43.20487	-114.37231
43.20763	-114.37401
43.20993	-114.37633
43.21212	-114.37992
43.21397	-114.38444
43.21720	-114.39005
43.22110	-114.39393
43.22398	-114.39673
43.22765	-114.39888
43.23086	-114.39995
43.23419	-114.40070
43.23613	-114.39943
43.24036	-114.39751
43.24288	-114.39545
43.24492	-114.39104
43.24686	-114.38726
43.24821	-114.38145
43.24853	-114.37549
43.25102	-114.36778
43.25248	-114.35899
43.25303	-114.35303
43.25199	-114.34912
43.25094	-114.34537
43.25000	-114.34052
43.25021	-114.33472
43.25110	-114.32891
43.25292	-114.32575
43.25543	-114.32165
43.25817	-114.31974
43.26102	-114.31642
43.26249	-114.31264
43.26419	-114.30823
43.26567	-114.30477
43.26943	-114.30096
43.27159	-114.29765
43.27548	-114.29588
43.27857	-114.29475
43.28269	-114.29298
43.28530	-114.28934
43.28701	-114.28666
43.28722	-114.28210
43.28639	-114.27553
43.28290	-114.26443
43.28024	-114.25709
43.27745	-114.24928
43.27365	-114.24572
43.26905	-114.24075
43.26513	-114.23531
43.26213	-114.23127
43.25845	-114.22912
43.25581	-114.22774
43.25282	-114.22527
43.25155	-114.22293
43.25154	-114.21979
43.25335	-114.21601
43.25494	-114.21270
43.25869	-114.20748
43.26393	-114.20146
43.27054	-114.19495
43.27247	-114.19069
43.27393	-114.18581
43.27402	-114.18079
43.27365	-114.17593
43.27168	-114.17188
43.26800	-114.16785
43.26730	-114.16551
43.26074	-114.16105
43.25603	-114.15829
43.25351	-114.15722
43.25098	-114.15584
43.24878	-114.15274
43.24705	-114.14978
43.24738	-114.14633
43.24759	-114.14429
43.24746	-114.14162
43.24677	-114.13960
43.24538	-114.13742
43.24377	-114.13572
43.24214	-114.13182
43.24073	-114.12573
43.23931	-114.11838
43.24065	-114.11099
43.24165	-114.10534
43.24344	-114.09920
43.24537	-114.09635
43.24867	-114.09239
43.25162	-114.08654
43.25547	-114.08006
43.25912	-114.07625
43.26300	-114.07384
43.26665	-114.07206
43.27019	-114.07044
43.27339	-114.06946
43.27683	-114.07004
43.28086	-114.07217
43.28361	-114.07355
43.28694	-114.07381
43.28980	-114.07346
43.29173	-114.07092
43.29651	-114.06521
43.30151	-114.05870
43.30479	-114.05206
43.30624	-114.04561
43.30609	-114.04028
43.30524	-114.03245
43.30130	-114.02607
43.29689	-114.01782
43.29134	-114.00912
43.28729	-114.00370
43.28511	-114.00185
43.28213	-114.00299
43.28008	-114.00412
43.27859	-114.00461
43.27745	-114.00432
43.27731	-114.00150
43.27752	-113.99820
43.27864	-113.99363
43.27928	-113.98751
43.27902	-113.98218
43.27830	-113.97796
43.27781	-113.97279
43.27652	-113.96826
43.27535	-113.96483
43.27451	-113.96029
43.27482	-113.95527
43.27650	-113.95023
43.27878	-113.94752
43.28186	-113.94685
43.28497	-113.94821
43.28773	-113.94957
43.29061	-113.95266
43.29213	-113.95735
43.29687	-113.96355
43.30136	-113.96708
43.30618	-113.96810
43.30973	-113.96805
43.31295	-113.96988
43.31641	-113.97296
43.31896	-113.97685
43.32106	-113.98215
43.32257	-113.98558
43.32259	-113.98840
43.32443	-113.98979
43.32581	-113.99024
43.32764	-113.99021
43.32969	-113.98829
43.33058	-113.98467
43.33262	-113.98228
43.33399	-113.98053
43.33558	-113.97894
43.33969	-113.97715
43.34129	-113.97571
43.34276	-113.97427
43.34447	-113.97268
43.34595	-113.97155
43.34731	-113.96886
43.34775	-113.96666
43.34808	-113.96414
43.34726	-113.96227
43.34655	-113.95899
43.34297	-113.95386
43.33915	-113.94890
43.33819	-113.94279
43.33849	-113.93651
43.34040	-113.93161
43.34449	-113.92684
43.34789	-113.92129
43.34923	-113.91687
43.35068	-113.91198
43.35249	-113.90802
43.35520	-113.90295
43.35838	-113.89929
43.36269	-113.89387
43.36632	-113.88926
43.37278	-113.88051
43.37754	-113.87352
43.37969	-113.86987
43.38114	-113.86481
43.38122	-113.86010
43.38119	-113.85696
43.38059	-113.85367
43.38125	-113.84942
43.38155	-113.84439
43.38413	-113.83774
43.38682	-113.83000
43.38791	-113.82260
43.38730	-113.81805
43.38601	-113.81462
43.38279	-113.81248
43.37693	-113.81070
43.37198	-113.80765
43.36795	-113.80458
43.36505	-113.80087
43.36421	-113.79570
43.36497	-113.79097
43.36665	-113.78655
43.37095	-113.77987
43.37513	-113.77351
43.37567	-113.76973
43.37575	-113.76564
43.37722	-113.76295
43.38140	-113.75658
43.38400	-113.75261
43.38442	-113.74836
43.38324	-113.74414
43.38204	-113.73741
43.38234	-113.73269
43.38333	-113.72749
43.38570	-113.72430
43.38878	-113.72267
43.39416	-113.72225
43.39885	-113.72106
43.40342	-113.72049
43.40694	-113.71728
43.40805	-113.71333
43.40836	-113.70877
43.40773	-113.70281
43.40724	-113.69936
43.40503	-113.69595
43.40097	-113.68943
43.39564	-113.68263
43.39155	-113.67375
43.39057	-113.66764
43.39130	-113.65946
43.39274	-113.65409
43.39543	-113.64869
43.39904	-113.64202
43.40389	-113.63500
43.40765	-113.63257
43.41050	-113.63125
43.41417	-113.63149
43.41806	-113.63125
43.42106	-113.63386
43.42554	-113.63502
43.42897	-113.63464
43.43250	-113.63252
43.43705	-113.62881
43.44046	-113.62653
43.44446	-113.62488
43.44744	-113.62576
43.45112	-113.62710
43.45503	-113.62843
43.45834	-113.62757
43.46150	-113.62247
43.46406	-113.61518
43.46409	-113.60685
43.46346	-113.60057
43.46454	-113.59394
43.46947	-113.58330
43.47499	-113.57390
43.48110	-113.56653
43.48793	-113.56213
43.49649	-113.55942
43.50402	-113.55721
43.51250	-113.55686
43.52383	-113.55646
43.53012	-113.55632
43.53672	-113.55208
43.54126	-113.54820
43.54705	-113.54271
43.55091	-113.53932
43.55633	-113.53227
43.56085	-113.52681
43.56586	-113.52371
43.57122	-113.52201
43.57679	-113.51763
43.58188	-113.51184
43.58500	-113.50405
43.58878	-113.49340
43.59252	-113.47850
43.59346	-113.47029
43.59691	-113.46154
43.59986	-113.44839
43.60270	-113.43618
43.60429	-113.42432
43.60425	-113.41093
43.60353	-113.39786
43.60326	-113.38447
43.60417	-113.37373
43.60460	-113.36143
43.60538	-113.35021
43.60662	-113.33836
43.60951	-113.32189
43.61264	-113.31535
43.61554	-113.30960
43.61992	-113.30223
43.62384	-113.29535
43.62664	-113.28976
43.62963	-113.28195
43.63114	-113.27403
43.63287	-113.26578
43.63267	-113.25948
43.63097	-113.25149
43.62871	-113.24461
43.62537	-113.23413
43.62300	-113.22773
43.62153	-113.22052
43.62026	-113.21046
43.62111	-113.19688
43.62292	-113.18611
43.62439	-113.17629
43.62705	-113.16944
43.62985	-113.16510
43.63982	-113.14842
43.64406	-113.14026
43.64536	-113.13470
43.64507	-113.13029
43.64410	-113.12590
43.64262	-113.11806
43.64173	-113.11162
43.64039	-113.10598
43.64077	-113.10029
43.64288	-113.09581
43.64575	-113.08800
43.64987	-113.07920
43.65219	-113.07361
43.65440	-113.06803
43.65659	-113.06086
43.66018	-113.05571
43.66400	-113.05039
43.66976	-113.04454
43.67632	-113.03882
43.68360	-113.03560
43.69327	-113.03105
43.70351	-113.02663
43.70900	-113.02647
43.71164	-113.02670
43.71691	-113.02717
43.72572	-113.02675
43.73338	-113.02573
43.74156	-113.02153
43.74801	-113.01660
43.75637	-113.00829
43.76095	-113.00072
43.76404	-112.99288
43.77001	-112.97863
43.77485	-112.96489
43.77892	-112.94659
43.78469	-112.92649
43.78935	-112.90911
43.79342	-112.89112
43.79643	-112.87853
43.79958	-112.86736
43.80342	-112.85696
43.80969	-112.84789
43.81637	-112.84340
43.82250	-112.84019
43.82934	-112.83823
43.83710	-112.83671
43.84361	-112.83586
43.85439	-112.83724
43.86221	-112.83919
43.87125	-112.83905
43.88717	-112.83948
43.90668	-112.84279
43.93075	-112.84532
43.94621	-112.84560
43.95603	-112.84416
43.96148	-112.84176
43.96875	-112.83819
43.97419	-112.83452
43.98048	-112.82734
43.98690	-112.82046
43.99047	-112.81511
43.99426	-112.80832
43.99845	-112.79882
44.00220	-112.78966
44.00637	-112.77921
44.01042	-112.76765
44.01321	-112.75629
44.01626	-112.74714
44.02259	-112.73534
44.02979	-112.72129
44.03378	-112.71321
44.03651	-112.70518
44.03684	-112.69771
44.03793	-112.68815
44.03975	-112.68047
44.04158	-112.67374
44.04701	-112.66323
44.05630	-112.65131
44.06290	-112.64265
44.06760	-112.63645
44.07224	-112.62707
44.07777	-112.61576
44.07993	-112.60837
44.08253	-112.59398
44.08602	-112.57797
44.08982	-112.56608
44.09436	-112.55813
44.10043	-112.55154
44.10486	-112.55011
44.11112	-112.54812
44.11876	-112.54672
44.12363	-112.54384
44.12956	-112.53646
44.13612	-112.52572
44.14185	-112.51406
44.14668	-112.50259
44.15310	-112.49089
44.15941	-112.47952
44.16558	-112.47292
44.17232	-112.46614
44.17860	-112.45937
44.18455	-112.45341
44.18886	-112.44561
44.19395	-112.43650
44.20101	-112.42254
44.21120	-112.40495
44.21490	-112.40082
44.21717	-112.39978
44.22036	-112.39933
44.22449	-112.39980
44.22864	-112.40123
44.23497	-112.40336
44.23943	-112.40350
44.24376	-112.40253
44.25076	-112.39763
44.25939	-112.38821
44.26101	-112.38321
44.25980	-112.38007
44.25922	-112.37341
44.25911	-112.36800
44.26092	-112.36076
44.26697	-112.34841
44.27179	-112.33770
44.27679	-112.33000
44.28223	-112.32166
44.28808	-112.31106
44.29224	-112.30164
44.29426	-112.29391
44.29530	-112.28877
44.29541	-112.28319
44.29555	-112.27840
44.29373	-112.27354
44.29020	-112.26843
44.28655	-112.26333
44.28352	-112.25501
44.28367	-112.25134
44.28453	-112.24828
44.28684	-112.24372
44.29048	-112.23719
44.29851	-112.22713
44.30408	-112.22004
44.30605	-112.21581
44.30813	-112.21110
44.31138	-112.20793
44.31591	-112.20535
44.32042	-112.20244
44.32503	-112.19858
44.32941	-112.19472
44.33298	-112.19026
44.33653	-112.18500
44.33924	-112.18313
44.34249	-112.17438
44.34650	-112.16400
44.34794	-112.15070
44.34839	-112.13968
44.34889	-112.12546
44.34875	-112.10840
44.35051	-112.09461
44.35211	-112.08401
44.35199	-112.07812
44.35125	-112.07049
44.35116	-112.06125
44.35051	-112.05235
44.34866	-112.04111
44.34733	-112.03256
44.34698	-112.02189
44.34779	-112.01212
44.34819	-111.99935
44.34884	-111.98736
44.35008	-111.97645
44.35416	-111.96430
44.35758	-111.95393
44.36289	-111.94076
44.37081	-111.92683
44.37540	-111.92262
44.37894	-111.92229
44.38335	-111.92527
44.38724	-111.93004
44.39111	-111.93432
44.39390	-111.93626
44.39642	-111.93662
44.40021	-111.93692
44.40563	-111.93395
44.41110	-111.92794
44.41552	-111.92135
44.41898	-111.91256
44.42108	-111.90432
44.42315	-111.89496
44.42448	-111.88803
44.42579	-111.88062
44.42605	-111.87230
44.42626	-111.86655
44.42520	-111.86037
44.42495	-111.85431
44.42614	-111.84180
44.42621	-111.83030
44.42555	-111.81676
